wordText,lyricsRank,newYorkTimesRank,rank,googleBooksRank,happs,stdDev,twitterRank
leap,4344,-1,1856,-1,6.26,1.2906,-1
lifetime,1539,3898,1857,-1,6.26,1.6264,3702
magnetic,-1,-1,1858,2898,6.26,1.2906,-1
mirror,988,4750,1859,3768,6.26,1.1031,3207
mmmm,3538,-1,1860,-1,6.26,1.5624,2537
occasion,-1,4888,1861,1525,6.26,1.1747,-1
produce,-1,1828,1862,834,6.26,1.1214,4838
prominent,-1,2829,1863,2748,6.26,1.1031,-1
promises,1456,4086,1864,4910,6.26,1.5493,-1
proved,-1,3140,1865,1465,6.26,1.9358,-1
raising,4972,2432,1866,3241,6.26,1.2257,4555
school,685,112,1867,227,6.26,1.8824,232
shirt,2022,-1,1868,-1,6.26,1.3372,1367
spark,2026,-1,1869,-1,6.26,1.6637,-1
surely,1645,3169,1870,2401,6.26,1.2586,3392
team,1631,349,1871,1870,6.26,1.4259,499
travelers,-1,4158,1872,-1,6.26,1.5624,-1
upcoming,-1,-1,1873,-1,6.26,1.0264,2940
us,121,136,1874,96,6.26,1.7591,130
valley,1801,1371,1875,1674,6.26,1.1572,2317
vintage,-1,-1,1876,-1,6.26,1.3372,3063
proteins,-1,-1,1877,3520,6.25,1.28,-1
almighty,4541,-1,1878,-1,6.24,2.0466,-1
horizon,2703,-1,1879,-1,6.24,1.3155,-1
insight,-1,-1,1880,4228,6.24,1.5749,-1
ooooh,2391,-1,1881,-1,6.24,1.9422,-1
poetic,-1,-1,1882,4872,6.24,1.7973,-1
spirits,2554,-1,1883,2978,6.24,1.7973,-1
aboard,4432,4353,1884,-1,6.24,1.3786,-1
acknowledge,-1,3977,1885,4711,6.24,1.318,-1
actors,-1,3109,1886,4019,6.24,1.2048,-1
advances,-1,-1,1887,4310,6.24,1.3486,-1
aid,-1,1095,1888,1192,6.24,1.3637,3129
answer,756,1533,1889,748,6.24,1.5722,511
athletes,-1,4093,1890,-1,6.24,1.3786,-1
bowling,-1,-1,1891,-1,6.24,1.5059,3180
boy,194,1711,1892,1089,6.24,1.2867,265
built,1319,1179,1893,907,6.24,1.1877,2637
choice,1182,1001,1894,1064,6.24,1.318,1182
constitution,-1,2849,1895,1223,6.24,1.3486,-1
conversation,2162,3367,1896,2034,6.24,1.4507,2064
cowboy,2036,-1,1897,-1,6.24,1.4078,-1
day,85,126,1898,132,6.24,1.3637,50
deliver,2799,3865,1899,4435,6.24,1.0214,4132
developments,-1,4848,1900,3205,6.24,1.0984,-1
distinctive,-1,-1,1901,4867,6.24,1.3024,-1
dvds,-1,-1,1902,-1,6.24,1.4507,4804
edison,-1,4417,1903,-1,6.24,1.135,-1
eighteen,4632,-1,1904,4202,6.24,1.4647,-1
enterprise,-1,4620,1905,2513,6.24,1.2382,-1
eyes,117,2003,1906,433,6.24,1.0984,610
flying,1084,3407,1907,3680,6.24,1.6483,1823
grad,-1,-1,1908,-1,6.24,1.2867,4447
grammy,-1,-1,1909,-1,6.24,1.3786,4302
grill,2772,-1,1910,-1,6.24,1.6971,3636
halloween,4762,-1,1911,-1,6.24,2.0057,2125
holland,-1,4058,1912,4378,6.24,1.3024,-1
jelly,4544,-1,1913,-1,6.24,1.318,3322
jingle,3813,-1,1914,-1,6.24,1.7792,-1
legitimate,-1,4725,1915,4290,6.24,1.6107,-1
making,515,456,1916,357,6.24,1.1877,302
more,82,47,1917,42,6.24,0.9596,68
options,-1,2279,1918,3574,6.24,0.9381,3201
possible,3359,706,1919,233,6.24,1.598,1114
practical,-1,2703,1920,1147,6.24,1.2867,-1
proceeds,-1,4214,1921,4359,6.24,1.1168,-1
proposed,-1,1041,1922,1253,6.24,1.6971,-1
provides,-1,2142,1923,1300,6.24,1.4647,-1
queen,882,2714,1924,1682,6.24,1.7907,1146
revolutionary,-1,-1,1925,2612,6.24,1.8578,-1
rises,3946,-1,1926,4654,6.24,1.2545,-1
samsung,-1,-1,1927,-1,6.24,1.2048,4794
self,1102,-1,1928,320,6.24,1.2382,1104
show,186,283,1929,422,6.24,1.4923,167
sooner,2710,-1,1930,4540,6.24,1.3933,4501
speed,1391,2459,1931,1533,6.24,1.4786,1902
strategy,-1,1795,1932,1866,6.24,1.2382,3116
tale,2142,3809,1933,3545,6.24,1.135,-1
tip,1947,-1,1934,4232,6.24,1.0412,1909
updating,-1,-1,1935,-1,6.24,1.0606,3810
vip,4327,-1,1936,-1,6.24,1.4507,3539
websites,-1,-1,1937,-1,6.24,1.4923,3365
worlds,2111,-1,1938,-1,6.24,1.5592,4561
writing,2157,1134,1939,717,6.24,1.6483,683
xbox,-1,-1,1940,-1,6.24,1.7445,1325
you,3,51,1941,34,6.24,1.546,9
yours,645,-1,1942,3824,6.24,1.3786,1202
yourself,337,4074,1943,1759,6.24,1.5059,663
collective,-1,-1,1944,2795,6.23,1.3707,-1
embrace,1711,-1,1945,-1,6.22,1.8959,-1
produces,-1,-1,1946,2953,6.22,1.3427,-1
meanings,-1,-1,1947,4645,6.22,1.3295,-1
accompanied,-1,3778,1948,2215,6.22,1.1119,-1
advice,2221,2380,1949,2104,6.22,1.5022,1531
all,16,50,1950,36,6.22,1.4039,33
answered,4830,2674,1951,1856,6.22,1.3445,4371
architectural,-1,4183,1952,-1,6.22,1.1301,-1
asia,-1,2292,1953,2130,6.22,1.9513,4551
authors,-1,3704,1954,1923,6.22,1.6817,-1
avid,-1,4993,1955,-1,6.22,1.148,-1
batman,-1,-1,1956,-1,6.22,1.5945,4410
big,198,350,1957,853,6.22,1.5022,173
breast,4212,3705,1958,2938,6.22,1.4469,2534
bro,4307,-1,1959,-1,6.22,1.2982,920
build,1105,1233,1960,1925,6.22,1.0746,1416
chef,-1,3969,1961,-1,6.22,1.8327,2917
clowns,3570,-1,1962,-1,6.22,1.8438,-1
contacts,-1,-1,1963,4931,6.22,1.2002,4303
contributions,-1,580,1964,3104,6.22,1.5556,-1
cotton,3207,-1,1965,2422,6.22,1.2824,-1
cowboys,4746,-1,1966,-1,6.22,1.6695,3283
decent,-1,-1,1967,-1,6.22,1.7058,2350
designs,-1,4321,1968,3744,6.22,1.6573,3881
downloading,-1,-1,1969,-1,6.22,1.3596,3510
environment,-1,1962,1970,1018,6.22,1.7177,4461
evolution,-1,4482,1971,2125,6.22,1.6073,-1
farm,3132,1834,1972,1644,6.22,1.5817,2022
finishing,-1,-1,1973,-1,6.22,1.6573,2382
fit,1139,3075,1974,1669,6.22,1.5158,1349
foundations,-1,-1,1975,4233,6.22,1.1657,-1
full,440,671,1976,366,6.22,1.2171,394
guys,1133,2188,1977,-1,6.22,1.4184,308
instrument,-1,-1,1978,2169,6.22,1.2337,-1
join,1436,1743,1979,2310,6.22,1.5556,631
karma,4539,-1,1980,-1,6.22,1.7296,4925
knight,4857,-1,1981,-1,6.22,1.4609,3210
lives,582,408,1982,968,6.22,1.148,1314
logic,-1,-1,1983,2402,6.22,1.4748,-1
milk,2591,4449,1984,2044,6.22,1.9303,966
most,556,93,1985,78,6.22,1.5556,240
neon,2755,-1,1986,-1,6.22,1.2337,-1
night,87,308,1987,406,6.22,1.2982,93
package,-1,2476,1988,-1,6.22,1.4748,2592
participation,-1,4560,1989,2248,6.22,1.148,-1
penny,3116,-1,1990,-1,6.22,1.7058,-1
pregnant,-1,-1,1991,-1,6.22,2.0829,2638
properly,-1,4577,1992,2110,6.22,1.0554,3987
quest,3647,-1,1993,-1,6.22,1.4609,-1
restoration,-1,4622,1994,4258,6.22,1.3445,-1
seventeen,3397,-1,1995,-1,6.22,1.5425,-1
social,3503,651,1996,162,6.22,1.0359,271
styles,2721,3818,1997,-1,6.22,1.016,-1
supports,-1,4302,1998,4768,6.22,1.5292,-1
tech,3689,-1,1999,-1,6.22,1.3293,1389
thai,-1,-1,2000,-1,6.22,1.3596,3089
thoughts,700,3344,2001,1653,6.22,1.5425,1130
today,355,120,2002,877,6.22,1.4469,70
transformation,-1,-1,2003,2796,6.22,1.2982,-1
treaty,-1,2889,2004,1807,6.22,1.3293,-1
tribute,-1,3592,2005,-1,6.22,1.3596,4350
aesthetic,-1,-1,2006,4774,6.21,1.5839,-1
upside,2329,-1,2007,-1,6.21,1.3832,-1
behold,3017,-1,2008,-1,6.2,1.4574,-1
dough,1311,-1,2009,-1,6.2,1.4574,-1
sands,3837,-1,2010,-1,6.2,1.5135,-1
3-bedroom,-1,-1,2011,-1,6.2,1.2617,-1
actor,-1,2208,2012,-1,6.2,1.3553,3545
agreements,-1,4198,2013,4216,6.2,1.5649,-1
arise,3614,-1,2014,2635,6.2,1.1249,-1
assured,-1,-1,2015,3535,6.2,1.5649,-1
bubble,2417,-1,2016,-1,6.2,1.5518,3526
cereal,-1,-1,2017,-1,6.2,1.3997,3610
definitely,-1,3795,2018,4688,6.2,1.4142,859
dime,1189,-1,2019,-1,6.2,1.3553,-1
engage,-1,-1,2020,4013,6.2,1.3401,-1
erected,-1,-1,2021,4603,6.2,1.4846,-1
estate,-1,940,2022,1871,6.2,1.666,2193
ethical,-1,4548,2023,3478,6.2,1.3702,-1
everybody,303,2164,2024,3530,6.2,1.2122,829
faces,982,2022,2025,2813,6.2,1.4569,2456
feeds,4335,-1,2026,-1,6.2,1.4708,-1
haircut,-1,-1,2027,-1,6.2,1.5119,3867
halo,-1,-1,2028,-1,6.2,1.807,4392
jacket,4213,-1,2029,-1,6.2,1.1249,2824
joining,-1,3803,2030,-1,6.2,1.1066,4002
kingdom,2046,-1,2031,1501,6.2,1.3248,4779
lifted,3268,-1,2032,4433,6.2,1.2289,-1
listened,3103,-1,2033,4727,6.2,1.2778,2721
meat,2282,4101,2034,2930,6.2,2.1381,2202
menu,-1,3395,2035,-1,6.2,1.2936,3076
nurse,4920,4394,2036,3294,6.2,1.2617,2442
opening,4507,1116,2037,1621,6.2,0.9258,1514
pension,-1,2719,2038,-1,6.2,2,-1
phd,-1,3282,2039,-1,6.2,1.5119,-1
phones,-1,-1,2040,-1,6.2,1.4286,2272
plans,1304,512,2041,1554,6.2,1.0102,1049
premier,-1,-1,2042,-1,6.2,1.0498,4125
proposals,-1,2271,2043,4071,6.2,1.6903,-1
protein,-1,-1,2044,1776,6.2,1.3093,-1
providence,-1,3983,2045,-1,6.2,1.7496,-1
recommendations,-1,4535,2046,4459,6.2,1.4142,-1
sexual,3744,1852,2047,1417,6.2,1.4569,3527
soda,-1,-1,2048,-1,6.2,1.7379,4202
spain,-1,2914,2049,1982,6.2,1.6903,4612
stable,-1,3975,2050,2638,6.2,1.3702,-1
succession,-1,-1,2051,3568,6.2,1.2936,-1
supporters,-1,2280,2052,-1,6.2,1.5779,-1
taco,-1,-1,2053,-1,6.2,1.7496,2748
think,92,168,2054,228,6.2,1.2936,73
trading,-1,1075,2055,3761,6.2,1.2454,3068
upward,-1,-1,2056,4691,6.2,1.5119,-1
yields,-1,-1,2057,4740,6.2,1.4286,-1
sailor,3601,-1,2058,-1,6.19,1.2272,-1
dynamics,-1,-1,2059,4321,6.19,1.3153,-1
lyrical,2890,-1,2060,-1,6.19,1.5527,-1
copper,-1,-1,2061,2650,6.18,1.603,-1
realise,2804,-1,2062,-1,6.18,1.2529,-1
righteous,3557,-1,2063,-1,6.18,1.822,-1
transformed,-1,-1,2064,4217,6.18,1.1488,-1
venus,4998,-1,2065,-1,6.18,1.5636,-1
80s,-1,-1,2066,-1,6.18,1.7106,-1
advocates,-1,3421,2067,-1,6.18,1.4665,-1
aha,4412,-1,2068,-1,6.18,1.2567,3038
ate,2912,-1,2069,-1,6.18,1.4525,1014
atlantic,-1,1618,2070,3443,6.18,1.207,-1
awareness,-1,-1,2071,3292,6.18,1.2887,3972
balance,3516,2161,2072,1387,6.18,1.6123,3370
blonde,3969,-1,2073,-1,6.18,1.5996,3302
burger,-1,-1,2074,-1,6.18,2.3008,2070
buyer,-1,2264,2075,-1,6.18,1.1551,-1
certificate,-1,-1,2076,-1,6.18,1.1373,4690
chances,1862,3696,2077,-1,6.18,1.0437,3975
chief,-1,260,2078,721,6.18,1.1551,3333
clearly,2732,1578,2079,802,6.18,1.1192,2354
cultural,-1,1573,2080,870,6.18,1.1551,-1
draws,3983,-1,2081,-1,6.18,1.32,-1
driving,1120,1979,2082,3267,6.18,1.6499,822
duck,2209,-1,2083,-1,6.18,1.3952,3710
eagle,3010,-1,2084,-1,6.18,1.8811,4887
emotions,1985,-1,2085,3558,6.18,1.7106,-1
established,-1,1791,2086,637,6.18,1.1726,-1
experiments,-1,-1,2087,1881,6.18,1.5996,-1
expression,-1,4788,2088,839,6.18,1.3045,-1
fishing,-1,4212,2089,3764,6.18,1.826,4237
fri,-1,-1,2090,-1,6.18,2.0572,2946
fully,3873,1896,2091,1120,6.18,1.2237,2858
informed,-1,4293,2092,2334,6.18,1.3354,-1
initiated,-1,-1,2093,4960,6.18,1.3805,-1
italy,-1,1925,2094,1846,6.18,1.4665,4252
king,542,924,2095,379,6.18,1.5609,597
land,464,1048,2096,289,6.18,1.3354,1670
lion,3089,-1,2097,-1,6.18,1.6123,2900
miami,4054,1378,2098,-1,6.18,1.746,1810
midnight,1041,3635,2099,-1,6.18,1.4241,1737
mineral,-1,-1,2100,4133,6.18,1.0039,-1
nomination,-1,2877,2101,-1,6.18,1.207,-1
oak,-1,4383,2102,-1,6.18,1.4665,-1
occasions,-1,-1,2103,3199,6.18,1.5077,-1
philosophical,-1,-1,2104,2891,6.18,1.3805,-1
playlist,-1,-1,2105,-1,6.18,1.6123,4139
profound,-1,2373,2106,3668,6.18,1.5477,-1
provided,-1,1191,2107,586,6.18,1.1899,-1
resolution,-1,2499,2108,1904,6.18,1.2887,4442
riding,1295,4420,2109,4850,6.18,1.3952,2328
safety,3857,1167,2110,1723,6.18,1.7343,2712
scientist,-1,3702,2111,-1,6.18,1.2887,-1
she,55,41,2112,55,6.18,1.5868,105
sight,737,4307,2113,1504,6.18,0.9833,3631
spice,-1,-1,2114,-1,6.18,1.7225,4836
steady,1433,4547,2115,3266,6.18,1.3354,4234
survey,-1,2055,2116,1579,6.18,1.5077,3328
swiss,-1,3567,2117,-1,6.18,1.6499,-1
t-shirt,-1,-1,2118,-1,6.18,1.4384,-1
tiger,4159,-1,2119,-1,6.18,1.746,1296
tomorrow,508,683,2120,4618,6.18,1.3805,170
tourist,-1,4909,2121,-1,6.18,1.4241,-1
tournament,-1,1498,2122,-1,6.18,1.3805,4861
trade,2092,500,2123,478,6.18,1.0039,2025
trains,3945,3460,2124,-1,6.18,1.32,4884
tune,1380,-1,2125,-1,6.18,1.4241,1082
victor,-1,2976,2126,-1,6.18,1.7225,-1
walking,546,2452,2127,2730,6.18,1.5609,1024
wireless,-1,4873,2128,-1,6.18,1.5996,3034
www,-1,-1,2129,2721,6.18,1.5609,-1
yea,634,-1,2130,-1,6.18,1.6744,549
beds,-1,-1,2131,4360,6.17,1.7177,-1
preference,-1,-1,2132,3923,6.17,0.9964,-1
applying,-1,-1,2133,4078,6.16,1.1609,-1
crop,-1,-1,2134,3654,6.16,1.2474,-1
enable,-1,-1,2135,2919,6.16,1.1963,-1
interactions,-1,-1,2136,3677,6.16,1.1609,-1
narrative,-1,-1,2137,2315,6.16,1.241,-1
railway,-1,-1,2138,2633,6.16,1.3439,-1
afford,2543,2845,2139,3226,6.16,1.2349,3249
allowing,-1,2690,2140,3417,6.16,1.0947,-1
automobile,-1,4650,2141,-1,6.16,1.3756,-1
bands,4687,-1,2142,4415,6.16,1.4619,3045
boys,471,2205,2143,1373,6.16,1.2349,689
cds,-1,-1,2144,-1,6.16,1.2014,4913
christ,1526,4238,2145,909,6.16,2.3067,2509
dictionary,-1,-1,2146,4987,6.16,1.5696,-1
downloads,-1,-1,2147,-1,6.16,1.1314,4476
eagles,-1,-1,2148,-1,6.16,1.4479,3861
engaged,-1,4277,2149,1823,6.16,1.9625,3854
especially,3471,946,2150,429,6.16,1.0174,1021
fiction,4332,2869,2151,3194,6.16,1.4337,-1
grocery,-1,-1,2152,-1,6.16,1.7304,2511
hotel,1826,981,2153,2465,6.16,1.5954,523
houses,3617,1658,2154,1272,6.16,1.6333,4326
hubby,-1,-1,2155,-1,6.16,1.7186,1757
included,-1,316,2156,966,6.16,1.2993,4105
lemon,-1,-1,2157,-1,6.16,1.3456,3548
mellow,4082,-1,2158,-1,6.16,1.5301,-1
minds,1181,4217,2159,2308,6.16,1.2349,2803
my,8,115,2160,64,6.16,1.2835,10
own,222,222,2161,119,6.16,1.9205,367
pacific,-1,1915,2162,2463,6.16,1.1843,4244
people,179,66,2163,102,6.16,1.5826,52
planning,-1,1301,2164,1180,6.16,1.4619,1265
polish,-1,4346,2165,3961,6.16,1.3903,-1
premium,-1,-1,2166,-1,6.16,1.4479,4532
providing,-1,2448,2167,2061,6.16,1.2014,-1
readers,-1,1946,2168,2386,6.16,1.2349,4904
rocked,3398,-1,2169,-1,6.16,1.4479,4269
sausage,-1,-1,2170,-1,6.16,1.8223,4768
south,927,311,2171,370,6.16,1.6081,833
transportation,-1,1489,2172,3076,6.16,1.6826,-1
turkey,-1,3892,2173,4657,6.16,1.8111,1598
wed,-1,-1,2174,-1,6.16,1.8223,2861
wheels,1617,-1,2175,-1,6.16,1.2182,-1
woods,2884,3262,2176,3349,6.16,1.3303,1836
yacht,-1,4034,2177,-1,6.16,1.3607,-1
livin,1425,-1,2178,-1,6.15,1.5977,-1
believing,2043,-1,2179,-1,6.14,1.5275,-1
chemistry,-1,-1,2180,4059,6.14,1.3994,-1
continuous,-1,-1,2181,2144,6.14,1.1365,-1
persons,-1,-1,2182,654,6.14,1.2748,-1
seed,1996,-1,2183,3286,6.14,1.3844,-1
sheep,2719,-1,2184,3481,6.14,1.5411,-1
successive,-1,-1,2185,4298,6.14,1.4142,-1
adult,-1,2854,2186,1975,6.14,1.3403,1676
amsterdam,-1,1381,2187,-1,6.14,1.4984,-1
arises,-1,-1,2188,3915,6.14,1.1068,-1
arrived,3679,2195,2189,1338,6.14,1.3999,1857
asleep,1349,-1,2190,-1,6.14,1.7498,847
aviation,-1,4334,2191,-1,6.14,1.3403,-1
basketball,-1,257,2192,-1,6.14,2.0899,1786
browser,-1,-1,2193,-1,6.14,1.0304,4300
cathedral,-1,3381,2194,-1,6.14,1.552,-1
cd,3581,-1,2195,4375,6.14,1.3554,1149
cheek,2611,-1,2196,-1,6.14,1.5909,-1
combination,-1,3366,2197,1825,6.14,1.143,-1
conscious,-1,-1,2198,2350,6.14,1.3852,-1
cricket,-1,-1,2199,-1,6.14,1.6164,4797
debut,-1,3312,2200,-1,6.14,1.2618,4589
dividends,-1,4378,2201,-1,6.14,1.552,-1
drinking,1665,4197,2202,3389,6.14,1.7144,876
elizabeth,-1,801,2203,2703,6.14,1.7263,-1
eye,494,1998,2204,953,6.14,1.4287,978
generate,-1,-1,2205,4632,6.14,1.1608,-1
granted,2604,3398,2206,2026,6.14,1.8071,-1
guests,-1,3521,2207,4803,6.14,1.3852,4781
huge,-1,1646,2208,2621,6.14,1.7025,787
jumping,3011,-1,2209,-1,6.14,1.578,3922
kindle,-1,-1,2210,-1,6.14,1.2456,3751
launches,-1,-1,2211,-1,6.14,1.125,3285
mend,2645,-1,2212,-1,6.14,1.2124,-1
models,-1,3009,2213,1466,6.14,1.578,3720
mutual,-1,1860,2214,2665,6.14,1.1068,-1
offered,-1,969,2215,1207,6.14,1.3999,4154
places,1058,1722,2216,918,6.14,1.1608,1706
plan,853,353,2217,624,6.14,1.2779,659
principles,-1,4371,2218,855,6.14,1.3999,-1
recovering,-1,-1,2219,-1,6.14,1.3095,4669
respectively,-1,1195,2220,2109,6.14,1.2124,-1
restore,-1,3990,2221,4932,6.14,1.1608,-1
ride,280,3078,2222,3964,6.14,1.3852,867
rock,232,1306,2223,1616,6.14,1.2938,289
shirts,-1,-1,2224,-1,6.14,1.0304,3515
sony,-1,-1,2225,-1,6.14,1.3554,2856
strategies,-1,4043,2226,2655,6.14,1.4429,-1
strongly,-1,3181,2227,2030,6.14,1.2779,-1
temple,3427,1568,2228,1892,6.14,1.4144,-1
thousands,4044,1406,2229,2342,6.14,1.0692,3074
tonight,180,855,2230,-1,6.14,1.3403,139
trail,2478,3674,2231,4380,6.14,1.143,4521
twin,4916,4564,2232,-1,6.14,1.2938,3230
up,31,69,2233,72,6.14,1.5254,34
updates,-1,-1,2234,-1,6.14,1.2124,1506
vagina,-1,-1,2235,-1,6.14,1.8071,3341
yahoo,-1,-1,2236,-1,6.14,1.738,2008
receives,-1,-1,2237,4559,6.13,1.4237,-1
exclusively,-1,-1,2238,3821,6.12,1.4385,-1
writings,-1,-1,2239,2608,6.12,1.6964,-1
destiny,1233,-1,2240,-1,6.12,1.4525,-1
outcomes,-1,-1,2241,4580,6.12,1.4381,-1
quicker,4042,-1,2242,-1,6.12,1.1481,-1
boulevard,4033,2799,2243,-1,6.12,1.2558,-1
chapels,-1,3734,2244,-1,6.12,1.3192,-1
consideration,-1,4125,2245,1410,6.12,1.272,-1
digital,-1,2778,2246,4385,6.12,1.4234,1384
dish,-1,-1,2247,-1,6.12,1.409,4457
eat-in,-1,-1,2248,-1,6.12,1.1542,-1
ensure,-1,-1,2249,2634,6.12,1.3649,-1
event,-1,1189,2250,1240,6.12,1.6492,538
everyone,516,998,2251,1731,6.12,1.2229,205
face,160,774,2252,393,6.12,1.1718,267
focus,2712,1534,2253,1586,6.12,1.0622,1707
funds,-1,717,2254,2005,6.12,1.8254,4847
garlic,-1,-1,2255,-1,6.12,1.6616,4697
investing,-1,2876,2256,-1,6.12,1.5471,-1
keyboard,-1,-1,2257,-1,6.12,1.3944,3188
knows,379,1535,2258,1620,6.12,0.8953,868
leaf,3634,-1,2259,4060,6.12,1.3944,-1
males,-1,-1,2260,3752,6.12,1.4658,-1
maps,-1,-1,2261,4259,6.12,1.1542,4437
masters,-1,4758,2262,3681,6.12,1.3346,-1
networking,-1,-1,2263,-1,6.12,1.2558,1623
nursing,-1,3126,2264,2793,6.12,1.4658,4640
patiently,4173,-1,2265,-1,6.12,1.507,-1
proceeded,-1,-1,2266,3607,6.12,1.3346,-1
proceeding,-1,-1,2267,4728,6.12,1.3944,-1
profession,-1,-1,2268,3106,6.12,1.1183,-1
robot,3519,-1,2269,-1,6.12,1.3192,3494
snowing,-1,-1,2270,-1,6.12,2.1631,2239
studied,-1,3458,2271,1741,6.12,1.3037,-1
study,4835,771,2272,264,6.12,1.6243,1017
theme,-1,3197,2273,2749,6.12,1.1718,1526
toward,4074,793,2274,538,6.12,1.1364,4278
traditional,-1,1710,2275,1188,6.12,1.698,4684
treasurer,-1,4404,2276,-1,6.12,1.5205,-1
university's,-1,-1,2277,-1,6.12,1.4518,-1
v-day,-1,-1,2278,-1,6.12,1.507,-1
very,447,166,2279,84,6.12,1.8913,129
voted,-1,1964,2280,-1,6.12,1.2558,754
wii,-1,-1,2281,-1,6.12,1.599,1368
waving,4424,-1,2282,-1,6.11,1.4481,-1
extending,-1,-1,2283,4056,6.1,1.2588,-1
readily,-1,-1,2284,2216,6.1,1.4475,-1
mirrors,4612,-1,2285,-1,6.1,1.3423,-1
nearer,-1,-1,2286,4917,6.1,1.1769,-1
nurses,-1,-1,2287,4844,6.1,1.9175,-1
preserved,-1,-1,2288,3119,6.1,1.403,-1
senses,2397,-1,2289,3885,6.1,1.4895,-1
aah,2654,-1,2290,-1,6.1,1.5811,-1
acknowledged,-1,2262,2291,4132,6.1,1.4321,-1
beers,-1,-1,2292,-1,6.1,2.2246,4358
bentley,4905,-1,2293,-1,6.1,1.6933,-1
brazil,-1,3211,2294,4776,6.1,1.359,2653
cattle,-1,-1,2295,2819,6.1,1.3887,-1
challenging,-1,-1,2296,-1,6.1,1.5419,-1
check,509,2321,2297,1852,6.1,1.5286,204
chili,-1,-1,2298,-1,6.1,1.8544,3395
citizens,-1,1879,2299,1655,6.1,1.5152,-1
collection,-1,1187,2300,1331,6.1,1.0738,1963
comprehend,4858,-1,2301,-1,6.1,1.594,-1
customers,-1,1392,2302,3513,6.1,1.0926,2822
elected,-1,1527,2303,2297,6.1,1.4178,-1
electricity,-1,4177,2304,4404,6.1,1.6194,-1
enters,-1,-1,2305,4737,6.1,1.2817,-1
essence,4730,-1,2306,3357,6.1,1.1473,-1
fab,-1,-1,2307,-1,6.1,1.5152,2945
forthcoming,-1,3871,2308,-1,6.1,1.0738,-1
forward,2058,1253,2309,1029,6.1,0.8391,590
guide,1555,2121,2310,1805,6.1,1.165,1322
herself,2491,2384,2311,1022,6.1,1.1112,3218
increasingly,-1,2504,2312,2456,6.1,1.3439,-1
info,-1,-1,2313,-1,6.1,1.2657,923
investments,-1,2438,2314,-1,6.1,1.669,-1
justification,-1,-1,2315,4704,6.1,1.3439,-1
karaoke,-1,-1,2316,-1,6.1,1.9086,4752
keeping,1382,2052,2317,1967,6.1,1.1112,1599
know,25,215,2318,153,6.1,1.3887,64
launched,-1,-1,2319,-1,6.1,1.0351,3938
life's,-1,-1,2320,-1,6.1,1.3887,-1
madame,-1,-1,2321,4345,6.1,1.632,-1
markets,-1,548,2322,2337,6.1,1.165,3822
moments,1848,2846,2323,3124,6.1,1.1112,2767
nike,-1,-1,2324,-1,6.1,1.3887,4828
november,-1,520,2325,1215,6.1,1.3439,2374
open,320,340,2326,416,6.1,1.359,423
oscar,-1,4282,2327,-1,6.1,1.7757,3638
owner,-1,1165,2328,2583,6.1,1.5419,2926
practically,-1,-1,2329,2880,6.1,1.233,-1
precise,-1,-1,2330,3549,6.1,1.5551,-1
release,1681,1488,2331,2255,6.1,1.233,1248
romans,-1,-1,2332,4682,6.1,1.2657,-1
security,3301,469,2333,945,6.1,1.632,1556
shade,2059,-1,2334,-1,6.1,1.6812,-1
shoulders,2511,-1,2335,3678,6.1,1.2164,-1
soap,4885,-1,2336,-1,6.1,1.0738,3955
springfield,-1,4733,2337,-1,6.1,1.2495,-1
start,271,615,2338,1129,6.1,1.5419,275
telecommunications,-1,3747,2339,-1,6.1,1.7053,-1
tomorrow's,-1,-1,2340,-1,6.1,1.165,-1
trinity,-1,4012,2341,-1,6.1,1.488,-1
western,4043,1031,2342,729,6.1,1.359,3704
window,686,2883,2343,1539,6.1,1.4463,924
woof,4558,-1,2344,-1,6.1,1.6444,-1
yay,3182,-1,2345,-1,6.1,1.9717,492
roam,2307,-1,2346,-1,6.09,1.3646,-1
dawning,4937,-1,2347,-1,6.08,1.4415,-1
choir,3725,-1,2348,-1,6.08,1.8009,-1
crops,-1,-1,2349,3667,6.08,1.6052,-1
elvis,3361,-1,2350,-1,6.08,1.9878,-1
significance,-1,-1,2351,1728,6.08,1.2721,-1
throne,2401,-1,2352,3576,6.08,2.1099,-1
velocity,-1,-1,2353,2448,6.08,1.0376,-1
acquainted,-1,-1,2354,4927,6.08,1.5497,-1
ahead,886,1266,2355,2543,6.08,1.3679,1263
alright,362,-1,2356,-1,6.08,1.3068,1455
audiences,-1,4237,2357,-1,6.08,1.0467,-1
ball,854,1512,2358,2492,6.08,1.2262,1232
belief,3623,4370,2359,1505,6.08,1.4405,-1
bff,-1,-1,2360,-1,6.08,1.6015,3774
boat,1626,2879,2361,2218,6.08,1.4824,2708
boots,1693,-1,2362,-1,6.08,1.3679,2301
california,1663,635,2363,1431,6.08,1.5097,1805
centuries,-1,-1,2364,2129,6.08,1.3377,-1
cheaper,-1,-1,2365,-1,6.08,1.7594,4805
clue,2057,-1,2366,-1,6.08,1.1753,3648
coat,2045,-1,2367,3707,6.08,1.2428,3371
consensus,-1,4992,2368,-1,6.08,1.1753,-1
contact,3887,2041,2369,1160,6.08,0.9864,1842
deserved,-1,-1,2370,-1,6.08,1.4961,4982
drive,575,1122,2371,1815,6.08,1.5232,555
facebook,-1,-1,2372,-1,6.08,1.9361,486
freelance,-1,4017,2373,-1,6.08,1.4405,-1
